Student Name,Student ID,Attendance Percentage,Previous Exam Score,Previous Semester Score,Assignment Score,Internal Assessment Score,Study Hours per Day,Class Participation Percentage,Sleep Hours per Day,Final Performance Score,Performance Category
Sanya Joshi,ST3216,68.5,74.7,58.4,59.7,74.2,4.2,67.4,6.9,78.3,Good
Neha Shah,ST3217,79.9,72.3,63.2,76.7,79.7,4.5,74.1,8.3,85.2,Excellent
Pooja Saxena,ST3218,68.3,55.9,59.4,75.0,86.2,2.9,69.5,7.8,78.7,Good
Khushi Sinha,ST3219,64.7,54.6,65.2,60.2,56.0,4.6,40.9,7.0,68.6,Average
Deepak Malhotra,ST3220,60.6,40.1,31.6,48.3,53.9,0.5,38.7,7.5,53.6,Average
Kavya Kapoor,ST3221,69.7,42.0,79.9,57.2,77.9,6.7,55.0,6.4,77.2,Good
Isha Kapoor,ST3222,63.6,54.1,42.9,61.3,47.4,3.3,68.9,8.1,58.0,Average
Varun Shah,ST3223,87.8,83.4,71.1,64.7,87.8,4.4,53.0,8.0,85.9,Excellent
Kavya Joshi,ST3224,83.9,100.0,87.7,86.3,93.6,10.0,100.0,7.7,100.0,Excellent
Vikram Pandey,ST3225,59.6,50.6,53.1,71.5,61.4,1.4,47.1,7.9,67.3,Average
Pranav Bansal,ST3226,70.8,51.5,53.0,66.9,50.3,1.4,58.7,6.9,63.5,Average
Diya Saxena,ST3227,83.6,66.4,65.1,56.0,55.8,6.0,72.8,7.2,81.8,Good
Aryan Yadav,ST3228,71.3,71.9,77.1,72.7,62.4,2.1,55.1,6.8,71.7,Good
Tanya Sinha,ST3229,84.6,81.5,71.9,81.1,65.5,6.1,78.0,7.0,87.0,Excellent
Anjali Singh,ST3230,71.6,80.3,79.1,68.1,81.2,4.4,74.5,8.5,88.2,Excellent
Khushi Saxena,ST3231,74.9,78.1,63.6,78.7,89.1,2.8,66.2,8.4,83.5,Good
Varun Kumar,ST3232,94.9,75.8,76.8,89.6,69.2,6.7,64.9,7.7,90.9,Excellent
Pooja Malhotra,ST3233,75.5,48.2,67.6,65.3,57.7,5.1,56.2,7.0,74.6,Good
Diya Shah,ST3234,100.0,99.3,68.8,70.3,95.2,7.2,82.9,7.6,96.9,Excellent
Kavya Rana,ST3235,81.2,57.9,63.6,44.2,52.6,7.6,61.3,6.1,84.5,Good
Sneha Patel,ST3236,57.3,48.3,66.6,73.8,71.8,3.3,64.2,5.7,73.9,Good
Manish Shah,ST3237,77.2,75.8,95.2,82.6,80.9,7.7,88.6,7.0,87.9,Excellent
Pranav Chauhan,ST3238,83.1,81.7,75.5,76.8,58.4,5.8,84.5,6.5,92.0,Excellent
Sachin Kumar,ST3239,45.0,25.0,44.9,54.2,45.8,3.2,22.8,9.0,53.6,Average
Varun Malhotra,ST3240,65.6,53.7,64.4,56.7,62.5,3.7,65.1,8.8,71.7,Good
Pooja Shah,ST3241,96.5,77.7,83.7,70.5,88.6,3.3,66.9,6.5,91.7,Excellent
Sakshi Patel,ST3242,56.7,63.0,56.5,61.7,49.9,1.6,38.9,8.1,63.8,Average
Tanya Singh,ST3243,88.9,85.8,62.9,83.4,69.9,5.4,58.2,5.0,83.0,Good
Rahul Singh,ST3244,78.6,86.6,74.8,71.2,72.3,6.2,53.0,7.2,82.4,Good
Sanya Saxena,ST3245,80.7,82.7,93.0,67.8,94.6,6.1,76.0,7.2,99.7,Excellent
Neha Patel,ST3246,53.1,53.7,68.5,66.8,78.1,4.0,64.4,6.1,77.0,Good
Arjun Malhotra,ST3247,87.1,87.2,79.2,79.4,85.9,8.7,84.6,6.7,100.0,Excellent
Ananya Chauhan,ST3248,89.7,57.2,72.1,61.9,64.0,4.7,57.3,6.1,72.9,Good
Sakshi Singh,ST3249,86.8,77.2,97.3,68.0,89.5,5.9,75.3,7.7,97.5,Excellent
Avni Singh,ST3250,100.0,88.5,89.0,100.0,100.0,8.9,100.0,6.7,100.0,Excellent
Deepak Rana,ST3251,76.7,97.0,90.2,78.3,85.0,3.6,81.3,8.7,94.8,Excellent
Sachin Gupta,ST3252,73.8,62.1,53.1,76.0,71.2,2.2,84.4,5.8,77.1,Good
Pooja Joshi,ST3253,100.0,100.0,100.0,92.2,86.2,7.3,82.5,5.9,100.0,Excellent
Sachin Pandey,ST3254,87.7,74.5,70.4,65.1,85.0,3.7,52.9,6.7,84.0,Good
Varun Kumar,ST3255,70.9,65.3,55.2,65.6,65.7,2.3,64.5,7.8,79.7,Good
Diya Shah,ST3256,56.3,52.3,61.0,61.9,67.8,6.0,44.8,7.1,71.0,Good
Meera Pandey,ST3257,78.5,68.0,75.7,63.4,89.7,6.4,59.8,7.3,80.7,Good
Diya Rana,ST3258,74.6,80.7,79.5,62.8,83.8,5.4,69.9,6.3,85.9,Excellent
Shreya Sharma,ST3259,61.0,45.6,61.0,59.8,43.3,3.2,51.1,5.3,58.8,Average
Aarav Kapoor,ST3260,63.1,25.0,66.9,74.5,51.3,2.4,62.1,6.6,56.8,Average
Diya Rana,ST3261,81.2,45.5,63.4,67.3,78.7,5.5,51.7,8.3,83.3,Good
Nisha Malhotra,ST3262,83.0,59.7,56.8,90.9,70.8,6.5,90.2,6.2,86.1,Excellent
Priya Shah,ST3263,94.4,62.2,88.0,89.0,69.0,7.0,57.8,6.9,84.1,Good
Nikhil Chauhan,ST3264,70.1,74.3,54.0,75.9,76.9,6.3,65.2,6.9,90.3,Excellent
Arjun Malhotra,ST3265,53.9,57.9,52.8,76.7,55.2,3.5,67.9,7.4,66.8,Average
Pranav Kapoor,ST3266,100.0,89.4,82.9,98.8,94.5,5.6,99.4,5.6,98.2,Excellent
Diya Mehta,ST3267,68.2,73.2,54.3,71.0,54.8,2.8,20.0,8.1,74.6,Good
Sneha Rana,ST3268,81.3,94.9,70.0,64.8,75.7,6.4,100.0,6.7,95.1,Excellent
Rahul Saxena,ST3269,86.3,83.4,62.7,74.5,69.9,4.3,73.0,9.4,94.0,Excellent
Aditya Bansal,ST3270,95.3,65.2,82.1,75.3,66.5,8.9,86.7,6.2,85.2,Excellent
Kavya Mehta,ST3271,71.6,59.9,53.7,76.5,51.6,6.7,58.7,7.8,77.8,Good
Diya Bansal,ST3272,67.0,66.4,78.7,66.0,72.6,4.1,91.9,6.7,82.1,Good
Riya Chauhan,ST3273,71.6,61.1,62.2,86.3,80.7,6.3,84.1,8.8,94.9,Excellent
Rohan Bansal,ST3274,72.9,77.6,51.0,66.6,56.2,4.8,87.6,7.8,76.8,Good
Diya Mishra,ST3275,79.0,68.5,86.4,71.8,57.0,3.9,76.4,5.8,79.2,Good
Mohit Saxena,ST3276,100.0,72.0,90.6,80.8,98.3,7.3,97.9,8.1,100.0,Excellent
Kavya Malhotra,ST3277,59.5,37.2,78.6,56.7,64.1,1.5,39.9,8.2,68.7,Average
Manish Pandey,ST3278,59.8,81.6,39.9,66.5,67.3,2.1,56.9,6.9,64.4,Average
Isha Joshi,ST3279,90.5,50.4,59.9,62.5,44.3,4.3,69.8,5.5,75.5,Good
Avni Yadav,ST3280,75.6,40.9,70.7,65.0,72.0,5.2,70.7,8.2,76.8,Good
Sachin Pandey,ST3281,81.2,56.6,65.7,65.1,71.9,8.9,67.6,8.3,91.1,Excellent
Rohan Sharma,ST3282,87.4,54.9,72.6,93.3,86.3,5.2,68.0,8.1,88.7,Excellent
Aryan Kapoor,ST3283,77.0,75.5,79.9,88.3,69.9,3.6,82.4,8.0,89.0,Excellent
Aarav Yadav,ST3284,76.0,47.4,75.3,68.5,64.1,6.5,85.4,7.4,84.2,Good
Shivam Mishra,ST3285,53.8,54.8,54.9,81.2,68.7,5.0,85.3,8.1,83.5,Good
Sanya Saxena,ST3286,67.9,68.2,61.3,64.8,82.7,3.7,74.4,6.9,77.4,Good
Aryan Kapoor,ST3287,85.0,86.3,63.8,73.4,80.2,4.4,76.6,5.3,83.4,Good
Deepak Sharma,ST3288,49.3,62.6,64.3,59.1,53.5,4.0,80.0,7.9,77.3,Good
Ishaan Malhotra,ST3289,92.1,72.6,96.2,94.0,100.0,8.4,99.0,7.0,100.0,Excellent
Arjun Yadav,ST3290,100.0,100.0,93.7,97.2,100.0,8.5,87.8,5.2,100.0,Excellent
Aarav Mishra,ST3291,89.6,69.0,72.9,82.4,93.1,4.0,80.3,4.9,89.0,Excellent
Vikram Agarwal,ST3292,82.7,80.4,59.9,80.0,82.1,7.9,78.6,6.7,89.1,Excellent
Ayush Mehta,ST3293,89.9,82.5,82.1,67.8,66.2,3.8,67.4,7.0,89.1,Excellent
Sachin Rana,ST3294,78.4,44.8,66.1,57.2,58.1,1.8,65.6,7.1,72.7,Good
Sameer Malhotra,ST3295,86.7,75.9,68.8,75.6,76.2,6.7,78.8,7.4,90.4,Excellent
Nikhil Patel,ST3296,69.5,58.5,74.0,60.3,45.8,6.1,54.2,6.1,79.8,Good
Neha Bansal,ST3297,78.9,86.7,67.7,75.2,62.4,5.8,57.8,7.6,85.5,Excellent
Tanya Gupta,ST3298,68.8,63.7,44.3,56.3,66.7,1.4,66.3,8.1,68.7,Average
Arjun Joshi,ST3299,69.1,66.5,70.9,78.9,72.1,4.2,87.4,4.5,80.2,Good
Shivam Sinha,ST3300,66.3,55.3,43.6,61.6,69.2,0.5,48.6,7.5,58.9,Average
Ayush Rana,ST3301,68.4,49.9,47.1,70.6,51.3,7.2,61.6,6.9,68.7,Average
Mohit Sinha,ST3302,75.1,61.1,72.0,79.1,55.4,5.4,58.3,7.7,82.5,Good
Aditya Malhotra,ST3303,78.2,55.9,40.7,52.3,56.1,4.7,57.0,7.6,67.7,Average
Manish Mehta,ST3304,83.0,74.9,62.3,75.3,89.2,5.3,79.4,5.2,79.9,Good
Rahul Rana,ST3305,56.9,59.2,56.5,55.1,52.9,6.3,45.9,6.9,74.7,Good
Ananya Sinha,ST3306,79.4,71.6,76.8,71.8,74.5,4.2,78.7,6.8,91.4,Excellent
Tanya Verma,ST3307,60.0,59.5,71.8,72.7,52.4,2.0,63.7,8.4,76.0,Good
Tanya Gupta,ST3308,87.3,56.8,80.5,60.2,84.6,5.5,69.1,5.7,78.4,Good
Aman Rana,ST3309,52.0,50.6,54.9,50.9,57.0,4.0,49.4,7.1,65.6,Average
Shreya Shah,ST3310,69.4,45.0,74.3,62.4,54.4,7.5,87.2,7.6,80.4,Good
Sakshi Rana,ST3311,75.0,64.6,61.7,50.6,52.6,6.1,50.4,7.6,73.0,Good
Shreya Chauhan,ST3312,77.4,87.1,74.2,79.8,71.8,7.7,65.0,6.5,92.4,Excellent
Manish Singh,ST3313,83.3,74.8,81.7,71.1,55.0,3.9,59.7,8.3,83.6,Good
Vikram Sharma,ST3314,53.9,52.4,61.0,68.9,45.6,1.7,56.2,6.7,61.4,Average
Khushi Saxena,ST3315,75.2,59.9,64.5,65.7,47.8,2.7,35.0,8.0,74.8,Good
Vikram Sharma,ST3316,72.4,48.3,45.7,67.2,68.1,3.2,52.6,8.1,76.4,Good
Deepak Malhotra,ST3317,84.1,77.2,60.6,79.6,89.5,2.5,67.8,5.9,79.7,Good
Nisha Saxena,ST3318,88.0,100.0,90.7,59.1,80.3,8.5,82.6,7.9,100.0,Excellent
Aman Patel,ST3319,64.6,48.8,54.5,44.1,52.7,0.9,50.1,5.8,56.2,Average
Priya Joshi,ST3320,80.7,60.9,83.1,80.9,88.6,3.6,82.1,7.5,89.6,Excellent
Karan Yadav,ST3321,74.8,35.5,65.9,65.6,66.0,2.7,65.5,6.8,71.0,Good
Sachin Chauhan,ST3322,84.8,45.9,55.0,67.1,85.0,1.9,78.7,8.4,73.2,Good
Pooja Verma,ST3323,67.0,61.3,48.6,82.3,71.0,5.6,64.1,7.3,78.2,Good
Akash Agarwal,ST3324,100.0,100.0,94.0,90.9,100.0,5.2,81.8,8.8,100.0,Excellent
Aryan Pandey,ST3325,62.2,40.7,66.9,75.1,56.9,4.0,66.2,8.3,66.0,Average
Vikram Agarwal,ST3326,100.0,91.5,80.5,55.4,76.8,7.2,58.1,6.9,89.3,Excellent
Manish Singh,ST3327,60.7,51.7,38.1,75.1,60.7,2.0,63.0,8.6,66.0,Average
Nisha Gupta,ST3328,69.0,54.2,54.5,53.4,58.6,1.7,54.8,7.3,68.0,Average
Akash Saxena,ST3329,81.6,70.4,56.1,70.5,62.3,3.2,73.7,6.1,72.5,Good
Isha Singh,ST3330,71.7,71.8,51.8,80.9,60.0,2.7,72.6,6.8,74.2,Good
Deepak Joshi,ST3331,47.3,25.0,32.9,25.5,34.8,0.5,35.6,7.4,43.2,At Risk
Pranav Kapoor,ST3332,99.6,54.4,82.5,78.2,63.0,6.1,84.0,4.5,92.4,Excellent
Sanya Bansal,ST3333,50.7,30.7,40.3,59.8,39.3,0.5,29.0,8.9,51.9,Average
Meera Yadav,ST3334,69.8,53.3,69.6,63.1,56.4,3.2,58.4,7.1,72.0,Good
Nikhil Kumar,ST3335,77.9,85.7,75.0,90.2,78.2,6.5,100.0,7.8,94.3,Excellent
Nikhil Saxena,ST3336,100.0,96.1,94.4,96.0,86.7,7.4,100.0,6.9,100.0,Excellent
Aarav Verma,ST3337,67.0,57.3,57.8,68.3,71.3,0.5,76.4,6.0,70.7,Good
Rohan Singh,ST3338,71.5,65.7,47.3,62.5,55.3,3.7,46.7,7.2,65.3,Average
Mohit Pandey,ST3339,82.5,74.7,85.2,93.3,84.0,8.3,84.4,6.5,100.0,Excellent
Neha Sharma,ST3340,94.2,51.8,88.0,83.2,74.5,4.7,84.7,6.4,90.6,Excellent
Tanya Kapoor,ST3341,77.4,60.0,64.1,74.0,72.5,0.9,76.6,7.1,75.0,Good
Isha Chauhan,ST3342,66.8,70.1,65.9,56.5,69.6,2.4,58.8,7.3,76.3,Good
Pooja Gupta,ST3343,61.2,58.8,58.5,68.8,58.3,2.2,65.1,4.9,70.4,Good
Ananya Rana,ST3344,65.7,56.6,67.7,71.3,77.4,6.1,72.4,7.2,78.5,Good
Nikhil Kumar,ST3345,72.2,71.8,81.1,83.0,69.9,3.1,83.0,7.8,82.7,Good
Priya Bansal,ST3346,78.9,77.9,79.0,54.5,63.3,3.2,58.8,7.7,79.7,Good
Mohit Singh,ST3347,72.0,49.7,73.8,75.7,57.0,6.8,78.1,6.5,75.5,Good
Neha Malhotra,ST3348,71.4,73.7,74.1,67.9,71.8,5.6,58.6,8.9,89.6,Excellent
Nikhil Singh,ST3349,57.9,53.1,60.7,77.7,43.9,2.9,36.7,7.8,65.2,Average
Vikram Bansal,ST3350,70.1,62.9,68.0,58.6,70.4,3.8,69.3,6.7,74.2,Good
Avni Pandey,ST3351,45.0,40.5,40.8,44.4,51.7,4.0,53.3,5.9,53.4,Average
Arjun Mishra,ST3352,74.3,61.7,73.9,68.4,58.8,5.3,66.5,5.6,77.7,Good
Amit Shah,ST3353,62.1,36.7,32.4,62.0,50.4,5.1,39.4,7.4,63.3,Average
Sneha Shah,ST3354,82.7,82.4,83.3,81.2,96.6,9.0,73.5,7.2,100.0,Excellent
Tanya Gupta,ST3355,64.1,53.1,68.7,73.3,45.6,3.3,41.4,7.3,73.7,Good
Aryan Saxena,ST3356,61.6,65.0,54.0,51.3,39.6,2.1,46.2,7.3,57.9,Average
Aditya Sharma,ST3357,68.3,43.4,74.6,62.3,63.7,4.3,45.0,6.7,73.5,Good
Vikram Sinha,ST3358,98.7,100.0,83.8,78.8,100.0,5.8,100.0,7.4,100.0,Excellent
Rohan Mishra,ST3359,95.2,72.0,80.3,71.7,72.2,5.7,81.1,6.1,88.5,Excellent
Rahul Yadav,ST3360,45.0,39.0,50.9,40.1,63.4,0.5,60.5,7.5,54.6,Average
Deepak Mehta,ST3361,58.5,57.0,47.8,52.1,41.3,1.5,53.8,7.5,58.5,Average
Pranav Shah,ST3362,92.0,69.2,69.1,55.5,65.1,5.3,62.8,7.5,86.1,Excellent
Arjun Joshi,ST3363,98.9,100.0,98.4,96.6,77.8,8.3,96.4,5.8,100.0,Excellent
Varun Kapoor,ST3364,65.3,67.9,62.7,74.9,47.4,3.1,48.3,6.2,74.2,Good
Sanya Pandey,ST3365,63.4,52.5,45.5,63.6,54.7,4.0,41.9,7.2,65.8,Average
Pooja Yadav,ST3366,100.0,100.0,98.1,77.7,89.0,9.0,74.5,6.7,100.0,Excellent
Aarav Malhotra,ST3367,68.5,60.6,73.8,78.5,82.7,4.1,65.2,7.1,83.8,Good
Sneha Kapoor,ST3368,93.9,75.3,78.5,79.1,73.6,3.4,70.0,4.5,88.1,Excellent
Aarav Sharma,ST3369,65.2,53.5,57.3,72.6,63.5,4.6,75.5,7.4,72.8,Good
Mohit Kapoor,ST3370,67.2,57.9,65.4,60.6,53.4,5.3,58.3,9.5,85.3,Excellent
Kavya Patel,ST3371,86.1,82.8,74.5,74.0,93.9,7.5,88.5,7.6,96.2,Excellent
Shivam Shah,ST3372,73.1,73.0,77.2,75.2,79.4,2.3,73.3,5.4,76.0,Good
Karan Malhotra,ST3373,81.8,86.8,90.1,79.9,91.9,3.4,96.3,6.8,91.4,Excellent
Kavya Rana,ST3374,88.9,63.3,82.0,81.8,83.0,5.5,80.8,6.8,88.1,Excellent
Pranav Shah,ST3375,57.9,43.8,69.7,52.9,54.6,3.5,53.4,6.9,74.4,Good
Kavya Patel,ST3376,76.1,55.4,68.7,73.8,70.6,3.9,88.3,5.9,80.5,Good
Kavya Saxena,ST3377,89.7,78.7,62.2,83.8,78.8,8.2,64.8,5.7,94.2,Excellent
Ishaan Shah,ST3378,82.9,56.3,81.3,62.2,75.6,5.4,64.8,7.9,76.2,Good
Ananya Singh,ST3379,81.5,54.7,72.4,69.6,60.1,6.5,70.2,7.6,89.5,Excellent
Ishaan Kapoor,ST3380,52.2,35.4,59.8,34.8,48.1,3.5,46.3,7.1,53.8,Average
Arjun Kapoor,ST3381,62.6,53.3,56.3,67.1,50.6,0.5,56.3,8.5,64.4,Average
Priya Shah,ST3382,65.0,43.0,49.3,43.9,58.9,0.9,50.9,6.8,55.0,Average
Sachin Singh,ST3383,78.6,69.4,59.4,63.7,65.8,1.7,66.3,7.1,74.5,Good
Ananya Gupta,ST3384,54.3,62.2,72.5,66.6,72.3,4.7,75.4,6.7,84.0,Good
Neha Rana,ST3385,64.8,40.6,25.0,48.1,42.9,2.7,52.0,5.7,49.5,At Risk
Nikhil Verma,ST3386,93.3,73.5,81.7,95.8,94.5,8.1,88.4,6.4,98.2,Excellent
Pranav Kapoor,ST3387,58.7,35.7,61.3,52.4,50.4,3.9,43.8,8.8,66.1,Average
Amit Pandey,ST3388,56.4,73.6,49.3,55.2,31.1,0.5,43.3,9.1,68.7,Average
Ananya Patel,ST3389,69.6,78.4,64.2,64.6,65.2,3.8,79.6,7.3,77.9,Good
Khushi Kumar,ST3390,75.5,84.3,81.6,72.5,85.5,2.2,81.1,7.1,82.1,Good
Kavya Chauhan,ST3391,100.0,77.4,100.0,87.5,93.5,7.7,94.7,8.4,100.0,Excellent
Ishaan Shah,ST3392,100.0,67.6,78.5,81.6,55.6,10.0,66.7,6.2,95.2,Excellent
Anjali Yadav,ST3393,85.8,74.8,79.2,85.7,89.1,6.8,82.1,6.3,90.0,Excellent
Isha Sinha,ST3394,58.7,50.6,64.6,52.3,54.7,3.3,56.9,8.2,66.5,Average
Shivam Rana,ST3395,96.7,82.9,100.0,89.4,84.2,7.3,90.3,5.0,92.0,Excellent
Shivam Sinha,ST3396,45.0,33.4,36.6,40.9,51.3,2.7,35.3,7.2,51.7,Average
Meera Kumar,ST3397,63.7,48.5,88.9,76.1,60.6,3.6,51.8,7.1,69.3,Average
Shivam Saxena,ST3398,80.1,69.7,73.7,70.5,55.2,6.3,67.1,7.4,95.8,Excellent
Vikram Rana,ST3399,50.9,44.9,57.2,51.5,55.7,1.1,44.7,6.9,60.0,Average
Anjali Mishra,ST3400,76.5,50.6,63.2,44.1,58.6,2.1,53.6,7.2,67.8,Average
Aarav Singh,ST3401,52.5,67.7,47.0,55.7,70.1,0.9,73.8,7.6,68.5,Average
Sakshi Kumar,ST3402,80.0,69.9,58.8,82.3,55.6,4.0,75.4,6.9,77.3,Good
Diya Patel,ST3403,100.0,74.9,84.7,88.3,82.7,4.5,88.6,6.9,94.0,Excellent
Ishaan Gupta,ST3404,78.6,68.8,48.5,80.1,78.9,7.0,90.6,7.6,90.8,Excellent
Isha Kapoor,ST3405,69.1,51.3,69.7,66.9,53.3,3.2,61.1,7.8,67.9,Average
Aman Malhotra,ST3406,48.4,25.0,25.0,25.0,43.7,0.5,39.1,8.1,46.8,At Risk
Karan Saxena,ST3407,75.7,76.3,72.7,74.8,84.2,3.2,77.5,5.6,91.2,Excellent
Aman Shah,ST3408,64.6,82.6,69.8,78.9,80.6,5.8,83.2,7.3,81.9,Good
Pranav Shah,ST3409,49.2,36.4,52.4,62.8,45.9,3.4,38.6,6.4,60.3,Average
Aditya Singh,ST3410,74.2,52.0,44.2,69.1,60.7,5.0,63.5,9.0,72.5,Good
Arjun Kapoor,ST3411,68.5,68.5,52.7,64.8,63.1,3.4,60.6,7.2,76.1,Good
Sachin Joshi,ST3412,80.9,82.3,72.6,77.8,82.7,4.8,84.5,6.8,91.1,Excellent
Varun Shah,ST3413,72.1,48.6,63.5,60.4,30.5,2.4,59.3,8.8,75.9,Good
Aditya Malhotra,ST3414,67.6,62.6,58.7,66.8,51.9,4.3,34.9,8.3,80.4,Good
Anjali Yadav,ST3415,80.0,66.1,72.0,65.0,55.6,4.1,68.7,6.9,71.9,Good
Varun Agarwal,ST3416,90.5,74.5,83.5,72.6,73.5,5.4,86.0,5.8,92.8,Excellent
Karan Singh,ST3417,88.6,91.0,79.3,84.5,82.4,4.7,100.0,5.3,96.5,Excellent
Rohan Agarwal,ST3418,68.4,77.5,56.0,63.2,53.0,3.6,78.9,6.1,79.3,Good
Tanya Bansal,ST3419,73.2,100.0,77.0,76.3,92.3,5.8,93.6,7.2,98.8,Excellent
Amit Mehta,ST3420,47.6,53.0,38.4,44.5,48.7,3.7,26.0,7.0,59.7,Average
Sanya Mishra,ST3421,76.4,65.4,56.0,79.3,91.1,5.8,90.9,6.0,80.9,Good
Nikhil Gupta,ST3422,62.3,60.6,44.7,47.6,49.3,2.5,52.2,6.9,64.2,Average
Rohan Patel,ST3423,83.1,97.6,92.8,86.2,91.3,6.1,80.9,8.6,100.0,Excellent
Aman Patel,ST3424,71.9,47.3,56.0,70.1,63.5,6.0,27.1,8.0,77.5,Good
Sakshi Agarwal,ST3425,59.9,58.9,54.2,63.2,56.5,4.8,73.5,8.8,74.9,Good
Khushi Kapoor,ST3426,77.4,51.7,67.7,69.1,69.1,6.9,71.3,6.1,83.3,Good
Vikram Joshi,ST3427,81.4,52.6,57.5,72.6,77.1,6.6,74.4,7.6,87.1,Excellent
Sneha Agarwal,ST3428,80.6,40.3,39.9,68.6,60.6,3.8,66.5,7.8,73.6,Good
Meera Patel,ST3429,94.5,74.1,68.4,78.4,61.8,7.0,94.8,8.2,91.0,Excellent
Akash Agarwal,ST3430,96.4,76.2,87.8,88.0,50.1,2.6,71.2,7.3,96.7,Excellent
Ayush Mishra,ST3431,67.4,67.1,72.1,58.9,63.5,7.6,72.5,5.9,83.3,Good
Kavya Kumar,ST3432,67.6,78.7,72.4,68.7,39.5,5.2,74.8,6.1,80.9,Good
Aman Rana,ST3433,75.0,82.4,61.3,76.2,65.4,6.0,70.7,6.9,85.4,Excellent
Manish Gupta,ST3434,92.4,65.7,86.7,82.1,99.1,5.0,74.9,7.1,88.7,Excellent
Sakshi Patel,ST3435,65.5,47.2,45.3,62.2,34.8,4.5,27.0,7.3,66.1,Average
Shivam Sharma,ST3436,61.4,43.7,49.5,60.4,62.4,5.4,74.0,5.6,69.8,Average
Meera Saxena,ST3437,69.3,69.9,74.8,61.3,80.6,3.3,71.2,8.5,86.0,Excellent
Ayush Shah,ST3438,55.5,50.9,53.1,62.4,39.6,2.0,61.9,6.0,56.6,Average
Akash Joshi,ST3439,45.0,31.8,31.5,59.6,64.3,0.5,40.5,8.8,52.3,Average
Deepak Chauhan,ST3440,74.2,97.8,81.1,79.4,80.4,6.9,89.3,6.5,97.3,Excellent
Sameer Bansal,ST3441,60.5,36.7,33.1,59.5,54.8,1.4,34.2,9.3,58.5,Average
Aryan Agarwal,ST3442,84.2,55.2,47.7,64.2,65.9,7.6,65.1,4.9,76.5,Good
Manish Kapoor,ST3443,94.7,72.1,66.2,81.0,72.5,2.9,78.4,8.4,87.7,Excellent
Amit Kapoor,ST3444,85.9,86.3,90.7,58.2,42.1,3.4,84.8,6.2,88.7,Excellent
Nikhil Verma,ST3445,62.0,70.0,74.5,86.7,52.2,4.0,71.1,6.0,79.1,Good
Pooja Agarwal,ST3446,53.4,48.9,33.7,58.1,61.6,4.2,47.3,8.8,70.9,Good
Ishaan Agarwal,ST3447,62.1,58.6,69.2,68.7,87.5,6.0,79.3,7.6,83.3,Good
Rohan Joshi,ST3448,59.9,43.0,54.0,58.7,42.1,3.4,51.7,5.7,60.5,Average
Pooja Chauhan,ST3449,78.4,63.2,67.5,63.9,70.6,5.4,61.4,7.1,82.2,Good
Shivam Pandey,ST3450,67.3,72.4,62.1,60.8,65.2,4.9,76.3,8.4,79.1,Good
Sanya Agarwal,ST3451,80.4,75.3,76.3,71.7,74.0,6.5,72.1,7.4,90.9,Excellent
Shivam Mishra,ST3452,74.5,48.7,68.7,65.3,61.2,2.7,46.0,7.3,77.6,Good
Ayush Shah,ST3453,91.1,100.0,100.0,90.3,88.7,6.4,86.2,8.0,100.0,Excellent
Anjali Rana,ST3454,66.5,59.7,74.6,72.9,78.7,6.1,81.2,7.2,91.1,Excellent
Aditya Yadav,ST3455,84.6,54.6,69.7,66.7,57.7,6.8,69.3,5.1,81.1,Good
Khushi Mishra,ST3456,78.0,52.5,66.7,61.6,71.3,3.8,76.3,7.2,73.9,Good
Karan Rana,ST3457,84.7,38.7,41.9,58.6,66.4,3.9,80.9,7.6,83.1,Good
Khushi Singh,ST3458,72.0,49.9,46.3,68.0,56.1,3.4,75.3,7.4,68.1,Average
Pranav Saxena,ST3459,100.0,95.8,87.2,86.7,93.1,8.6,95.3,6.2,100.0,Excellent
Ananya Yadav,ST3460,58.6,44.1,55.8,65.7,53.2,0.7,53.9,8.0,63.4,Average
Deepak Shah,ST3461,70.4,80.5,53.2,68.1,71.6,3.8,58.9,7.3,73.5,Good
Aman Mehta,ST3462,56.4,48.8,50.2,64.6,66.0,2.9,57.0,5.3,56.4,Average
Aditya Kapoor,ST3463,52.5,53.5,50.7,62.5,50.3,2.6,36.3,6.0,65.7,Average
Arjun Mehta,ST3464,85.9,85.0,80.7,78.2,76.5,0.7,58.5,7.8,80.3,Good
Vikram Yadav,ST3465,72.8,66.5,70.8,76.7,40.3,8.0,76.3,7.4,79.4,Good
Diya Mishra,ST3466,80.3,72.8,69.3,96.0,87.3,1.4,97.3,6.6,83.3,Good
Kavya Rana,ST3467,76.4,77.2,77.2,85.1,86.7,6.4,78.4,7.6,93.6,Excellent
Shreya Malhotra,ST3468,80.5,70.5,64.5,64.8,73.7,3.5,70.4,7.7,82.5,Good
Amit Saxena,ST3469,76.0,42.1,47.3,52.0,49.9,1.2,20.0,7.3,59.2,Average
Shreya Kapoor,ST3470,82.7,80.1,58.1,73.3,75.1,5.6,96.1,7.4,85.6,Excellent
Deepak Gupta,ST3471,71.0,67.2,79.3,69.1,66.9,6.5,59.9,7.2,84.6,Good
Rohan Saxena,ST3472,74.1,62.0,51.9,64.3,48.2,1.3,38.1,8.3,74.3,Good
Ishaan Agarwal,ST3473,87.3,69.6,61.6,71.6,67.3,2.2,60.6,8.3,74.2,Good
Anjali Shah,ST3474,64.9,47.9,57.6,52.5,58.6,0.5,50.0,6.5,62.0,Average
Sneha Singh,ST3475,89.7,84.4,65.1,86.7,79.2,5.7,76.2,6.2,86.1,Excellent
